temperatura (c),temperatura (K),V umbral(V),,273.15,,
24,297.15,0.65,,,,
18,291.15,0.65,,,,
8,281.15,0.7,,,,
1,274.15,0.75,,,,
-31,242.15,0.8,,,,
-53,220.15,0.82,,,,
-86,187.15,0.85,,,,
-104,169.15,0.9,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,, 
